ID,Text
16674,We'll keep the lid on some of these programs that we can hold down as we have a little extra money to spend for those quality-of-life programs which I think are needed and necessary.
16847,"So where else would you raise the revenue to provide this tax relief - would you, in fact, do away with all business deductions, and what other kinds of preferences would you do away with?"
16851,"I would never do anything that would increase the taxes for those who work for a living, or who are presently required to list all their income."
16882,But I think the feeling is misplaced.
16896,That's where the problem is and I hope there'll be some corrective action taken so we can get some new leadership in the Congress of the United States.
16909,"If we have a Democratic Congress next year, and a president who wants to spend an additional one hundred billion dollars a year, or maybe two hundred billion dollars a year, with more programs, we will have in my judgment, greater deficits with more spending, more dangers of inflation."
16927,I might go back to one other thing.
16988,But I think it's time to talk about the future.
16991,"It's a time to draw ourselves together: to have a president and a Congress that can work together with mutual respect for a change, cooperating for a change, in the open for a change, so the people can understand their own government."
16996,I believe in our country.
17000,"In addition to that, we've suffered because we haven't had leadership in this administration."
17012,"I owe everything to you, the people of this country."
17034,We must make this next century the century of the individual.
17111,"And so, I think that the lines can meet."
17134,"I think this is a test of leadership, and I think the American people know the difference."
17159,Everybody remembers that; people know what happened.
17264,We all know the possibility of terrorism.
17283,"I think our faith tells us, instructs us, about the moral life that we should lead."
17331,"It seems to me that a moment's reflection tells you why the United States Senate turned that amendment down, because it will undermine the practice of honest faith in our country by politicizing it."
17361,The American people want to keep opening doors.
17476,This is one of the most emotional and difficult issues that could possibly be debated.
17485,But there are some things that government can do and some things they cannot do.
17506,You've got another life involved.
17523,"But in this great society of ours, wouldn't it make a lot more sense, in this gentle and kind society, if we had a program that made it possible for when incidents come along in which someone feels they must do away with that unborn child, that instead we make it available for the adoption?"
17578,I'm not going to increase taxes.
17610,You remember the last time you said that?
17619,You can't wish it away.
17667,That had nothing to do with the other thing of talking about their needs or anything.
17681,Certainly education and training is crucial.
17686,I think the President genuinely believes that they're better off.
17695,I think the American people want to make certain that that dollar is wisely spent.
17721,There's no way of glossing around that.
17749,But now we need both that kind of discipline and the resources and the consistent leadership that allows this country to catch up in education and science and training.
17766,Will you finally touch that defense budget?
17773,"I'll tell you what I think has been the most outrageous thing in political dialog, both in this campaign and the one in '82."
17850,Is America better off than it was 4 years ago?
17883,I want to thank President Reagan for agreeing to debate.
17898,Are we better off when we load our children with this fantastic debt?
18007,People out there listening know what I believe.
18074,It's the hardest decision a president makes.
18120,They just need the help to be trained.
18139,This president just -- I don't know if he sees what's really happened over there.
18225,"But, again, I want to tell the American people, we're doing everything we can at home, but you better have a president who chases these terrorists down and bring them to justice before they hurt us again."
18380,I understand how hard it is.
18410,It's what leadership is based on.
18412,"I have nothing but respect for the British, Tony Blair, and for what they've been willing to do."
18509,"So you say, ""Was it worth it?"""
18589,"He's a brave, brave man."
18627,But a president must always be willing to use troops.
18768,"The minute we have bilateral talks, the six-party talks will unwind."
18859,And I have great respect and admiration for his wife.
18860,I think she's a terrific person...
19006,The issue is what you do about it.
19059,I appreciate your listening tonight.
19061,And may God continue to bless our great land.
19262,But Senator Dole's plans are not good for the country.
19417,And I hope we can do better.
21237,I want to rebuild our military to keep the peace.
21636,They ought to be engaged in making high speed rail.
21954,"Therefore, you don't know what's it like."
22462,I'd go crazy sitting up there slow dancing that one.
23567,"Plus, I want them all voting for me."
23743,"Thanks for your questions tonight, very, very much."
23761,I believe America's best days are ahead of us.
23824,"Over time we have developed a government that comes at the people, that comes from the top down, where the people are more or less treated as objects to be programmed during the campaign with commercials and media events and fear messages and personal attacks and things of that nature."
23850,"I believe experience counts, but it's not everything."
23855,And we have to change in this country.
23865,We need a new approach.
23866,The same old experience is not relevant.
23895,"If there's more time for gridlock and talk and finger pointing, I'm the wrong man."
23905,"And I'm sorry, but demonstrating -- it's not a question of patriotism."
23906,It's a question of character and judgment.
23972,We've got to have no more trickle down.
23993,"And then when you add in his other spending proposals, regrettably you end up socking it to the working man."
24010,And that's about all I can say in a minute.
24016,"If you look at the cost of not keeping the peace in Europe, it would be exorbitant."
24031,"I've seen what it is like to see a war, to see the burdens of a war, and I don't want to see us make reckless cuts."
24047,"So it I think is very important for us to let them assume more and more of the burden and for us to bring that money back here and rebuild our infrastructure, because we can only be a superpower if we are an economic superpower; and we can only be an economic superpower if we have a growing, expanding job base."
24050,I agree with the general statement Mr. Bush made.
24077,Why do we have to do it?
24087,"(Laughter and applause) But--but--see, let me make it very clear."
24089,"If they do, then they will have heard the harsh reality of what we have to do."
24105,"You see, I have a fundamental difference."
24117,But I do not want to go the tax-and-spend route.
24138,"So her best help for short term is job retraining, if she was thrown out of work at a defense plant."
24166,No other nation would have cut defense as much as we already have without that.
24199,"Well, obviously, my orientation is let's go do it."
24209,But first we must have an aggressive jobs program.
24231,"Well, let me say that I think that we might ought to review the terms, the way it works."
24246,I don't think the Fed ought to be put under the Executive Branch.
24255,"In terms of vetoing tax bills, you're darn right."
24256,I am going to protect the American taxpayer against the spend and tax Congress.
24306,"So, in terms of priorities, we've got to be financially strong."
24364,"If we can stand up for our economics, we ought to be able to preserve the democratic interests of the people of China."
24405,"I am not going to commit US forces until I know what the mission is, till the military tell me that it can be completed, and till I know how they can come out."
24419,"But I must stop short of using American force until I know how those young men and women are going to get out of there as well as get in, know what the mission is, and define it."
24426,We cannot send our people all over the world to solve every problem that comes up.
24432,It's a different world now.
24464,"I believe that discipline and respect for the law -- all of these things should be taught to children, not in our schools, but families have to do that."
24466,But it's gotten too much.
24478,"And I think, my gosh, wouldn't it be wonderful if every child had that love and support."
24496,But we've got to keep fighting on this war against drugs.
24512,"Anytime you think you want to legalize drugs, go to a neonatal unit -- if you can get in."
24524,And these old boys are not going to quit easy.
24529,I'm very proud of him.
24544,That crime bill is going to be one of my highest priorities next January if I become president.
24553,We are all in this together.
24554,We ought to love one another because united teams win and divided teams lose.
24559,Our diversity is a strength.
24562,"I think whoever is in the White House should just make it absolutely unconscionable and inexcusable, and if anybody's in the middle of a speech at, you know, one of these conventions, I would expect the candidate to go out and lift him off the stage if he starts preaching hate -- because we don't have time for it."
24564,We have got to pull together.
24577,"We are being murdered economically because we have too many drop-outs, we have too many low birthweight babies, we have too many drug addicts as kids, we have too much violence, we are too divided by race, by income, by region."
24610,"Call me, let me know."""
24639,Let me go back a minute to racial divisiveness.
24683,"This is a town where the White House says, Congress did it; Congress says, the White House did it."
24693,"I mean, look at the facts."
24711,"What we do need to do, though, is control the growth of these mandatory programs."
24748,The Oregon plan is a good start if the federal government is going to continue to abandon its responsibilities.
24752,"We can do better, and we must."
24790,I don't like to see the people in a deteriorating economy in a deteriorating country because our government has lost touch with the people.
24794,It's time to do it because we have run up so much debt that time is no longer our friend.
24798,"Think of your dreams as a child and ask yourself, isn't it time to stop talking about it?"
24819,And I'd like to thank those of you who are watching.
24852,"On the domestic side, what we must do is have change that empowers people -- not change for the sake of change, tax and spend."
24853,We don't need to do that any more.
24863,And I ask for your support for 4 more years to finish this job.
24992,What did we get for it?
25561,I would like to see their elimination.
26138,We need to get the economy going.
26145,But we have to prove we can pay for them.
26564,Those are my best ideas about it.
26794,All the people who may still be watching or viewing.
26829,We're going to have a good economic package.
26982,But I'll respond to a couple of things that you mentioned.
27094,"We should be playing the leadership role there, not on the ground with military."
27100,And we are making sure that those we help are those who will be friends of ours in the long term and friends of our allies in the region over the long term.
27106,Imagine if we had pulled out at that point.
27161,I felt that -- I wish we'd have had a better vision of the future.
27185,"And, finally, we have to stand by our principles."
27403,But I think Governor Romney maybe hasn't spent enough time looking at how our military works.
27503,"And we're going to make sure that if they do not meet the demands of the international community, then we are going to take all options necessary to make sure they don't have a nuclear weapon."
27519,"And the way to make sure they understand that is by having, from the very beginning, the tightest sanctions possible."
27683,They're going to come rushing back in to Afghanistan when we go.
27688,Well I believe we should use any and all means necessary to take out people who pose a threat to us and our friends around the world.
27722,"We have to remain vigilant, as I just said."
27828,You can take a look at the op-ed...
27958,"Yes, I want to reduce our deficit by cutting spending that we don't need but also by asking the wealthy to do a little bit more so that we can invest in things like research and technology that are the key to a 21st century economy."
27961,"And we've been through tough times but we always bounce back because of our character, because we pull together and if I have the privilege of being your president for another four years, I promise you I will always listen to your voices."
27967,I'm optimistic about the future.
28143,"I propose a real prescription drug benefit under Medicare for all seniors, all seniors, and here's how it works."
28261,"If you want to do a voucher program in Missouri, fine."
28349,I will pay down the debt every single year until it is eliminated early in the next decade.
28356,The Senate Budget Committee --
28369,I don't think that's the role of the president to pick you're right and you're not right.
28394,This is a fair plan.
28438,I've been a person who has to set a clear vision and convince people to follow.
28598,"Now, many here who are not involved in farming don't -- won't follow this, so just forgive me."
28664,"I know this, 100% will get it if I'm the president."
28710,I don't want to embarrass our oldest daughter.
28739,"We're America, and we believe in our future and we know we have the ability to shape our future."
28743,I don't believe that's a fair measure.
28798,Quotas are bad for America.
28815,How do you do it?
28851,I think that speaks for itself.
28900,"And if you think I was proud of it, I think you misread me, I do."
28918,"But I'm not proud of any record, sir, I'm not."
28956,I promise you I will keep mine.
28965,"(LAUGHTER) I -- there's an old high school debating trick, which is to answer something and then attack your opponent at the end."
29011,"Well, can I answer that?"
29060,I look forward to the final weeks of this campaign.
29062,"For those of you for me, thanks for your help."
7394,And people all find their ways to express it.
7389,"Well, I respect everything that the president has said and certainly respect his faith."
7346,"I agree, we shouldn't have quotas."
7236,There's much we can do with them with respect to homeland security.
7145,That's not right in America.
7102,"The fact is, we haven't done what we need to do to toughen up our borders, and I will."
6963,"There is a problem for our youngsters, a real problem."
6883,And I'm very proud of that.
6759,"But I also believe that because we are the United States of America, we're a country with a great, unbelievable Constitution, with rights that we afford people, that you can't discriminate in the workplace."
6667,And we're going to have a manufacturing jobs credit and a job hiring credit so we actually help people be able to hire here.
6665,I don't want American workers subsidizing the loss of their own job.
6542,We're going to make it affordable and accessible.
6483,Freedom is on the march.
7454,I love the strong women around me.
7455,I can't tell you how much I love my wife and our daughters.
7471,"And not only did she interest me, I guess you would say it was love at first sight."
7510,"I think the greatest possibilities of our country, our dreams and our hopes, are out there just waiting for us to grab onto them."
7512,I ask you for your trust.
7517,And God bless the United States of America.
7524,"It's the side to see the day that is coming, not to see the day that is gone. """
7525,"I love the optimism in that painting, because that's how I feel about America."
7539,I want to thank you for listening tonight.
7540,I'm asking for your vote.
40971,"We're going to choose to move forward because we have enormous opportunities, enormous opportunities to make things better."
40972,We can grow this economy.
40954,Success is going to bring us together.
40917,"You won't give federal subsidies to the gas and, excuse me, to solar and wind."
40844,Find me a scientist that says that.
40792,"We're going to be in a position where we're going to see to it that we're going to take 4 million existing billion, buildings and 2 million existing homes and retrofit them so they don't leak as much energy, saving hundreds of millions of barrels of oil in the process and creating significant number of jobs."
40705,They should be going into treatment across the board.
40455,"I'd love you to ask that, who built the cages?"
40439,"Who built the cages, Joe?"
40338,What's the matter with these guys.
40163,I don't know that it's going to work.
39353,... sent in and swamping the system...
39224,"From the day I came down the escalator with our first lady, they were a disaster."
39216,"Just make sure you understand, you have it in your control to determine what this country is gonna look like the next four years."
39189,They should go to iwillvote.com.
39135,If you knew anything about...
39044,"And the first thing I will do, I will rejoin the Paris Accord."
39037,"Making sure that we can do that, we're going to put 500,000 charging stations and all of the highways that we're going to be building in the future."
38936,My son... like a lot of people.
38872,"You can't be a good Vice President but I want to thank you because it gives us almost, it'll probably be above that number."
38863,We take care of our vets.
38821,"Proud Boys, stand back and stand by."
38774,"And so here, here's the point."
38671,I think it's a party issue.
38597,"If you were a certain person, you had no status in life."
38291,"If you got in, if you ever became president with your ideas, you want to terminate my taxes."
38264,"By the way, I'm going to eliminate a significant number of the taxes."
38220,"Chris, let me just say something, that it was the tax laws."
38179,They want to get back to their lives.
38121,"And you look at what's going on with divorce, look at what's going on with alcoholism and drugs."
38099,One person is too much.
37989,I got to respond to that.
37929,Did you use the word smart?
37875,It could also be after that.
37817,We've done a great job.
37779,We should be providing all the protective gear possible.
37753,"Well, it is what it is because you are who you are."
37725,"Listen, who is on your list, Joe?"
37711,The issue is the American people should speak.
37702,And the fact is this man doesn't know what he's talking about.
37531,Why is it on the ballot?
37519,"You would have been much later, Joe, much later."
37513,So don't tell me about this.
37440,There's no way they would give it up.
40075,"Let's get off the subject of China, let's talk around sitting around the table."
39918,I get treated worse than the Tea Party got treated.
39850,"And I'll tell you, they were so bad."
39720,"I mean, you're going to sit there in a cubicle wrapped around with plastic?"
39704,We're gonna be able to walk and chew gum at the same time.
39685,"Young people, I guess it's their immune system."
39673,"Well, I think we have to respond, if I might."
39627,"The fact is, that when we knew it was coming, when it hit - what happened?"
39526,"No, it's not a guarantee but it will be by the end of the year, but I think it has a good chance."
39517,"I would make sure we move in the direction of rapid testing, investing in rapid testing."
39506,"If you hear nothing else I say tonight, hear this."
26,"You know, I saw a movie - ""Crocodile Dundee."""
202,"I was in Houston on Tuesday meeting with a group of good citizens, working citizens."
1571,"I was a school board member, and a library board member."
1576,I was Governor of Georgia for four years.
1686,"I was in Dayton, Ohio, and a woman grabbed my arm and she said, ""I've been out of work since May."
2136,My grandmother died three days before I was elected president.
2363,"You know, I was in New Hampshire."
2888,I am a graduate of the U.S.
2976,One press conference he had without sound.
3029,Iran has Iraq as one of its neighbors.
3111,I have met with the heads of government bilaterally as well as multilaterally.
5625,I mentioned health care earlier.
5635,"During the Depression era, we had a thing called the home ownership loan corporation."
5871,Bill Ayers is a professor of education in Chicago.
6050,"Just yesterday, I was in Toledo shaking some hands in a line."
6658,"I've had shop stewards stand up and say, ""Will you promise me you're going to stop all this outsourcing?"
7839,I was the floor manager.
8255,"Well, the Vice President and I came to the Congress together 1946; we both served in the Labor Committee."
8961,This is 1980 and not 1966.
9130,"I was in Pennsylvania with someone who had just graduated -- this was in Philadelphia -- and she said, ""I've got my degree."
9283,I was in coal country.
9592,"And, you know, I was raised by a single mom who had to put herself through school while looking after two kids."
9627,"She said, I can't be here until 7 or 8 o'clock at night."
9668,And I've got two daughters and I want to make sure that they have the same opportunities that anybody's sons have.
9862,"But first of all, this is a nation of immigrants."
9888,I mean we're just a few miles away from Ellis Island.
9929,He was asked this on Univision the other day.
9950,"Mr. President, I'm still speaking."
10043,And today there's a memorial service for one of those that was lost in this tragedy.
10098,The ambassador of the United Nations went on the Sunday television shows and spoke about how --
11040,"Well, you know, Senator McCain, in the last debate and today, again, suggested that I don't understand."
11199,And I've had conversations with him.
11354,I grew up in a family where my father was gone most of the time because he was at sea and doing our country's business.
12591,In 1957 I was in Havana.
13149,There have been many wars in the history of mankind.
15416,I've been President now for almost four years.
15445,Next Tuesday is Election Day.
15938,I served at the UN.
16699,"Well among my other experiences in the past, I've - I've been a nuclear engineer, and did graduate work in this field."
17274,I am a son of a Methodist minister.
18381,I get the casualty reports every day.
20456,I was in coal country in West Virginia yesterday.
20717,"When I was in the United States Senate I worked with former President Bush, your father."
20870,Two days ago we ate lunch at a restaurant.
21947,I was in the Lomax AME Church.
23611,I was an altar boy.
24450,"I was born to a widowed mother who gave me family values, and grandparents."
27814,I was born in Detroit.
27815,My dad was head of a car company.
28777,He is the chairman of the health committee.
7319,Now I'm the senior Democrat on it.
7291,"I've been a hunter since I was a kid, 12, 13 years old."
29137,"When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world."
40689,I didn't say 'I'm Abraham Lincoln'.
80,We're consuming 50 percent of the world's cocaine.
172,We've run up more debt in the last eight years than under all the presidents from George Washington to Jimmy Carter combined.
543,"The federal government spends seven percent of the total on education, and the rest of the state governments and local governments and the thousand points of lightened I'm talking about private schools and private church schools and things of this nature--are putting up 93 percent."
1037,"We now have one extreme for instance, of some welfare recipients, who by taking advantage of the welfare laws, the housing laws, the uh - Medicaid uh - laws, and the uh - food stamp laws, make over $10 thousand a year and uh - they don't have to pay any taxes on it."
1342,"Uh - Mr. Maynard, uh - the record of gun control, whether it's one city or another or in some states, does not show that the registration of a gun, handgun, or the registration of the gun owner, has in any way whatsoever decreased the crime rate or the use of that gun in the committing of a crime."
1448,"Now, uh - I'd like to point out as well that the United States' economic recovery from the recession of a year ago is well ahead of the economic recovery of any major free industrial nation in the world today."
1459,"In the last month, we've had a net loss of one hundred and sixty-three thousand jobs."
1466,The economic growth is less than half today what it was at the beginning of this year.
1517,"We have reduced the number of people in the Army, Navy, Air Force and Marines from three million, one hundred - three million, five hundred thousand to two mil- lion one hundred thousand."
1546,We have cut inflation by better than half.
1746,"Health care costs have gone up by $2,500 a family."
2055,The oil industry gets $4 billion a year in corporate welfare.
2148,"And using that money, we were actually able to lower prescription drug costs for seniors by an average of $600, and we were also able to make a -- make a significant dent in providing them the kind of preventive care that will ultimately save money through the -- throughout the system."
2453,"And over the last two years, health care premiums have gone up -- it's true -- but they've gone up slower than any time in the last 50 years."
2591,The proof of that is 1 out of 6 people in poverty.
2879,And we have weakened our position in NATO because the other countries in Europe supported the democ- democratic forces in Portugal long before we did; we stuck to the Portugal dictatorships much longer than other democracies did in this world.
2971,The Soviet Union is still jamming Radio Free Europe - Radio - uh- uh - Radio Free Europe is being jammed.
3013,"As a matter of fact, Iran is gonna get eighty F-14s before we even meet our own Air Force orders for F-l4s."
3024,We have made available to the Israelis over 45 percent of the total economic and military aid since the establishment of Israel twenty-seven years ago.
3130,"In the meantime, there has developed the problem of the Soviet Backfire - their high-performance aircraft which they say is not a long-range aircraft and which some of our people say is a intercontinental aircraft."
3384,Not a single young American today is fighting or dying on any foreign battlefield.
3545,It's gone -- we have now presided over the largest increase in the size of government since the Great Society.
3752,"Look, we are sending $700 billion a year overseas to countries that don't like us very much."
3896,"Senator McCain cut -- Senator McCain opposed funding for troops in legislation that had a timetable, because he didn't believe in a timetable."
5498,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.
5512,I think everybody understands at this point that we are experiencing the worst financial crisis since the Great Depression.
5542,Fifty percent of small business income taxes are paid by small businesses.
5552,"Exxon Mobil, and other oil companies, for example, would get an additional $4 billion in tax breaks."
5553,"What I've said is I want to provide a tax cut for 95 percent of working Americans, 95 percent."
5562,"Not only do 98 percent of small businesses make less than $250,000, but I also want to give them additional tax breaks, because they are the drivers of the economy."
5589,Our tax rate for business in America is 35 percent.
5608,"Well, first of all, I think it's important for the American public to understand that the $750 billion rescue package, if it's structured properly, and, as president, I will make sure it's structured properly, means that ultimately taxpayers get their money back, and that's important to understand."
5654,"Government spending has gone completely out of control; $10 trillion dollar debt we're giving to our kids, a half-a-trillion dollars we owe China."
5665,Senator Obama has asked for nearly $1 billion in pork-barrel earmark projects...
5683,"When President Bush came into office, we had a budget surplus and the national debt was a little over $5 trillion."
5685,And we are now looking at a deficit of well over half a trillion dollars.
5699,"He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year."
5711,He voted for the last two budgets that had that $24 billion more in spending than the budget that the Bush administration proposed.
5778,"And when you looked into the camera in a debate with Senator Clinton and said, ""I will sit down and negotiate with John McCain about public financing before I make a decision,"" you didn't tell the American people the truth because you didn't."
5780,Now we have the highest spending by Senator Obama's campaign than any time since Watergate.
5784,"I think that, if you look at the record and the impressions of the American people -- Bob, your network just did a poll, showing that two-thirds of the American people think that Senator McCain is running a negative campaign versus one-third of mine."
5863,"The same front outfit organization that your campaign gave $832,000 for ""lighting and site selection."""
5949,He voted against the first Gulf War.
5975,"Look, we've sailed Navy ships around the world for 60 years with nuclear power plants on them."
5990,"But understand, we only have three to four percent of the world's oil reserves and we use 25 percent of the world's oil, which means that we can't drill our way out of the problem."
5993,We invented the auto industry and the fact that we have fallen so far behind is something that we have to work on.
6000,"And when it comes to South Korea, we've got a trade agreement up right now, they are sending hundreds of thousands of South Korean cars into the United States."
6002,"We can only get 4,000 to 5,000 into South Korea."
6022,"So Senator Obama, who has never traveled south of our border, opposes the Colombia Free Trade Agreement."
6079,The rise of obesity amongst young Americans is one of the most alarming statistics that there is.
6120,"For the first time in history, you will be taxing people's health care benefits."
6121,"By the way, the average policy costs about $12,000."
6131,"The average cost of a health care insurance plan in America today is $5,800."
6179,Senator Obama voted against Justice Breyer and Justice Roberts on the grounds that they didn't meet his ideological standards.
6216,"Senator Obama, as a member of the Illinois State Senate, voted in the Judiciary Committee against a law that would provide immediate medical attention to a child born of a failed abortion."
6219,"Then there was another bill before the Senate Judiciary Committee in the state of Illinois not that long ago, where he voted against a ban on partial-birth abortion, one of the late-term abortion, a really -- one of the bad procedures, a terrible."
7351,"I believe the best way to help our small businesses is not only through small-business loans, which we have increased since I've been the president of the United States, but to unbundle government contracts so people have a chance to be able to bid and receive a contract to help get their business going."
7272,"In 1990, there was a vast coalition put together to run Saddam Hussein out of Kuwait."
7215,Five hundred thousand kids lost after-school programs because of your budget.
7141,"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families."
7033,Twenty percent of the upper-income people pay about 80 percent of the taxes in America today because of how we structured the tax cuts.
6986,The fact is that the president is driving the largest deficits in American history.
6882,"But more importantly, with respect to the question of no record, I helped write -- I did write, I was one of the original authors of the early childhood health care and the expansion of health care that we did in the middle of the 1990s."
6721,He voted to violate the budget cap 277 times.
6596,"When they tried to reduce taxes, he voted against that 127 times."
7586,"There were eleven dictators in South America and in Central America when we came in, in 1953."
7600,In the first place I've never suggested that Cuba was lost except for the present.
7743,There were seventy votes for our position and none for theirs.
7789,"We tried to provide an appropriation of a billion and a half for five years, on a long-term loan basis, which this Administration opposed."
7836,Well Mr. Nixon has stated the record inaccurately in regard to the depressed area bill.
7944,We're using our steel capacity fifty-five per cent today.
7981,"But the thing that is right about the United States, it should be emphasized, is that less people go to bed hungry in the United States than in any major country in the world."
7994,You can't tell me that a surplus food distribution of five cents po- per person - and that n- nearly six million Americans receiving that - is adequate.
8010,We have never said flatly that we will defend Quemoy and Matsu if it's attacked.
8124,I'm not satisfied to have fifty percent of our steel-mill capacity unused.
8411,"As far as aid for school construction is concerned, I favor that, as Senator Kennedy did, in January of this year, when he said he favored that rather than aid to s- teacher salaries."
8460,And I might say that two-thirds of the Republicans in the House voted against a dollar twenty-five cent minimum wage and a majority of the Democrats sustained it - nearly two-thirds of them voted for the dollar twenty-five.
8468,Every Republican on the Rules Committee voted against sending that bill to be considered by the members of the House of Representatives.
8551,"Now, the reason the Eisenhower Administration has moved, the reason that we've had the funds, for example, locally to build the schools, and the hospitals, and the highways, to make the progress that we have, is because this Administration has encouraged individual enterprise; and it has resulted in the greatest expansion of the private sector of the economy that has ever been witnessed in an eight-year period."
8605,The Kerr bill provided assistance to all those who were not on Social Security.
8668,"What I would propose, and I proposed it way back in March when I was a candidate in my own state of Illinois, I proposed $11.3 billion, specifically, in cuts in the Federal budget."
8778,"When you have a report, as we did recently, that six out of 10 CONUS Divisions in this country - Continental United States Army Divisions - simply could not pass a readiness test: that two out of three divisions that were to be allocated to the so-called Rapid Deployment Force could not meet a readiness test."
8876,"We have also provided in our program for a $4 billion Community Trust Fund, and we've told you where the money is coming from."
8886,"And the problem is, with Governments - Federal, State and Local - taking $.44 out of every dollar earned, that the Federal Government has pre-empted too many of the tax sources, and that the cities."
9009,"Now, Governor Reagan is running on a platform that calls for a Constitutional amendment banning abortion."
9017,"On the Amendment that you mentioned, I abandoned it 15 years ago."
9170,"And what I want to do, is build on the five million jobs that we've created over the last 30 months in the private sector alone."
9190,Well what you're seeing in this country is 23 million people struggling to find a job.
9243,We have increased oil production to the highest levels in 16 years.
9244,Natural gas production is the highest it's been in decades.
9255,"We've got potentially 600,000 jobs and 100 years worth of energy right beneath our feet with natural gas."
9348,Production on government land of oil is down 14 percent.
9355,"And coal, coal production is not up; coal jobs are not up."
9464,"A recent study has shown the people in the middle-class will see $4,000.00 per year in higher taxes as a result of the spending and borrowing of this administration."
9475,"Actually it was a town hall, and I said I would cut taxes for middle- class families, and that's what I've done, by $3,600.00."
9503,"The top 5 percent will continue to pay 60 percent, as they do today."
9535,"Along with what he also wants to do in terms of eliminating the estate tax, along what he wants to do in terms of corporates, changes in the tax code, it costs about $5 trillion."
9623,"I was proud of the fact that after I staffed my Cabinet and my senior staff, that the University of New York in Albany did a survey of all 50 states, and concluded that mine had more women in senior leadership positions than any other state in America."
9632,"In the -- in the last women have lost 580,000 jobs."
9635,"I mentioned 31/2 million women, more now in poverty than four years ago."
9640,An economy that has 23 million people looking for work is not a strong economy.
9656,"Governor Romney not only opposed it, he suggested that in fact employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage."
9704,"He was right, but then he put in place deficits twice that size for every one of his four years."
9722,"We were losing 800,000 jobs a month when I started."
9724,"Now, we've seen 30 consecutive -- 31 consecutive months of job growth; 5.2 million new jobs created."
9731,We've brought twice as many cases against unfair trading practices than the previous administration and we've won every single one that's been decided.
9733,"Well, in fact we saved 1,000 jobs."
9796,He said that by now we'd have unemployment at 5.4 percent.
9817,The entire record is such that the unemployment has not been reduced in this country.
9818,"The unemployment, the number of people who are still looking for work, is still 23 million Americans."
9829,"Yeah, in the Reagan recession where unemployment hit 10.8 percent, between that period -- the end of that recession and the equivalent of time to today, Ronald Reagan's recovery created twice as many jobs as this president's recovery."
9835,"And that record shows he just hasn't been able to cut the deficit, to put in place reforms for Medicare and Social Security to preserve them, to get us the rising incomes we need."
9836,"Median income is down $4,300 a family and 23 million Americans out of work."
9874,There are 4 million people who are waiting in line to get here legally.
9897,"Number two, we do have to deal with our border so we put more border patrol on the -- any time in history and the flow of undocumented works across the border is actually lower than it's been in 40 years."
10060,"Syria -- Syria's not just a tragedy of 30,000 civilians being killed by a military, but also a strategic -- strategically significant player for America."
10262,And both Governor Romney and I agree actually that we should lower our corporate tax rate.
10276,"And we are on pace to double our exports, one of the commitments I made when I was president."
10448,"And, in fact, we just found out that AIG, a company that got a bailout, just a week after they got help went on a $400,000 junket."
10555,"Now, with respect to Fannie Mae, what Senator McCain didn't mention is the fact that this bill that he talked about wasn't his own bill."
10605,"When George Bush came into office, our debt -- national debt was around $5 trillion."
10608,"And so while it's true that nobody's completely innocent here, we have had over the last eight years the biggest increases in deficit spending and national debt in our history."
10629,Senator Obama has never taken on his leaders of his party on a single issue.
10753,"Now, when Senator McCain is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts, that's not sharing a burden."
10799,"Only a few percent of small businesses make more than $250,000 a year."
10803,"Now, in contrast, Senator McCain wants to give a $300 billion tax cut, $200 billion of it to the largest corporations and a hundred thousand of it -- a hundred billion of it going to people like CEOs on Wall Street."
10822,Senator Obama has never taken on his party leaders on a single major issue.
10834,"When he ran for the United States Senate from Illinois, he said he would have a middle-income tax cut."
10863,"Nuclear power is safe, and it's clean, and it creates hundreds of thousands of jobs."
10882,"And during that time, he voted 23 times against alternative fuels, 23 times."
10927,"If you've got health insurance, most of you have seen your premiums double over the last eight years."
11049,"We've spent, so far, close to $700 billion and if we continue on the path that we're on, as Senator McCain is suggesting, it's going to go well over $1 trillion."
11070,Right now there's a peacekeeping force that has been set up and we have African Union troops in Darfur to stop a genocide that has killed hundreds of thousands of people.
11266,And Georgia and Ukraine are both major gateways of energy into Europe.
11313,"Iran went from zero centrifuges to develop nuclear weapons to 4,000."
12157,I believe there are 1.4 million children in Texas who do not have health insurance.
12163,We've spent $4.7 billion a year in the State of Texas for uninsured people.
12246,And Texas is number one in industrial pollution.
12540,"That is why Senator wh- President Eisenhower was also correct in his policy in the Formosa Straits, where he declined, and refused to follow the recommendations - recommendations which Senator Kennedy voted for in 1955; again made in 1959; again repeated in his debates that you have heard - recommendations with regard to - again - slicing off a piece of free territory, and abandoning it, if - in effect, to the Communists."
12574,I voted for the Formosa resolution in 1955.
12606,And yet last year we gave them less than five percent of all the technical assistance funds that we distributed around the world.
12609,There isn't one country in the Middle East that now endorses the Eisenhower Doctrine.
