ID,Text,Category
2795,Our country is not strong anymore; we're not respected anymore.,No
2796,We can only be strong overseas if we're strong at home; and when I became president we'll not only be strong in those areas but also in defense - a defense capability second to none.,No
2797,"We've lost in our foreign policy, the character of the American people.",No
2798,We've uh - ignored or excluded the American people and the Congress from participation in the shaping of our foreign policy.,No
2799,It's been one of secrecy and exclusion.,No
2800,"In addition to that we've had a chance to became now, contrary to our long-standing beliefs and principles, the arms merchant of the whole world.",No
2801,"We've tried to buy success from our enemies, and at the same time we've excluded from the process the normal friendship of our allies.",No
2802,In addition to that we've become fearful to compete with the Soviet Union on an equal basis.,No
2804,"The Soviet Union knows what they want in detente, and they've been getting it.",No
2805,We have not known what we've wanted and we've been out-traded in almost every instance.,No
2806,The other point I wanna make is about our defense.,No
2808,"The ability to fight, if necessary, is the best way to avoid the chance for, or the requirement to fight.",No
2809,"And the last point I wanna make is this: Mr. Ford, Mr. Kissinger have uh - continued on with the policies and failures of Richard Nixon.",No
2810,Even the Republican platform has criticized the lack of leadership in Mr. Ford and they've criticized the foreign policy of this administration.,Yes
2811,This is one instance where I agree with - with the Republican platform.,No
2814,That's got to be changed.,No
2815,And that's one of the major issues in this uh - campaign of 1976.,No
2818,Let me take just one question that he raises - the military strength and capability of the United States.,No
2819,Governor Carter in November of 1975 indicated that he wanted to cut the defense budget by $15 billion.,Yes
2820,"A few months later, he said he wanted to cut the defense budget by eight or nine billion dollars.",Yes
2822,There is no way you can be strong militarily and have those kind of reductions in our military uh - appropriation.,No
2823,Now let me just tell you a little story.,No
2826,"We would have to stretch out our aircraft procurement, we would have to reduce our naval construction program, we would have to reduce the uh - research and development for the Army, the Navy, the Air Force and Marines by 8 percent.",No
2830,You don't negotiate with Mr. Brezhnev from weakness.,No
2831,And the kind of defense program that Mr. Carter wants will mean a weaker defense and a poor negotiating position.,No
2839,I don't believe we should move to a cold-war relationship.,No
2841,"I don't uh - look at the picture as bleakly as you have indicated in your question, Mr. Trewhitt.",No
2847,"Today, according to Prime Minister Rabin, the Soviet Union is weaker in the Middle East than they have been in many, many years.",Yes
2851,But let's turn for a minute to the uhh - southern African operations that are now going on.,No
2853,We wanted to end the bloodshed in southern Africa.,No
2856,We wanted to preserve human dignity in southern Africa.,No
2859,The United States foreign policy under this administration has been one of progress and success.,No
2861,"And may I make an observation - part of the question you asked, Mr. Trewhitt?",No
2862,I don't believe that it's in the best interest of the United States and the NATO nations to have a Communist government in NATO.,No
2867,That would obviously be a ridiculous thing for anyone to do who wanted to be president of this country.,No
2868,"I think that this is uh - an instance of uh - deliberate distortion, and this has occurred also in the question about defense.",No
2872,"After he fired James Schlesinger, the political heat got so great that he added back about $3 billion.",Yes
2873,"When Ronald Reagan won the Texas primary election, Mr. Ford added back another one and a half billion dollars.",Yes
2874,"Immediately before the Kansas City convention, he added back another one point eight billion dollars in the defense budget.",Yes
2885,"Well, I'm not gonna name my cabinet before I get elected.",No
2886,I've got a little ways to go before I start doing that.,No
2889,"Naval Academy, the first military graduate since uh - Eisenhower.",No
2894,"What we were formerly so proud of - the strength of our country, its uh - moral integrity, the representation in foreign affairs of what our people are, what our Constitution stands for, has been gone.",No
2896,I believe I know what this country ought to be.,No
2898,"Every time we've made a serious mistake in foreign affairs, it's been because the American people have been excluded from the process.",No
2899,"If we can just tap the intelligence and ability, the sound common sense and the good judgment of the American people, we can once again have a foreign policy to make us proud instead of ashamed.",No
2900,"And I'm not gonna exclude the American people from that process in the future, as Mr. Ford and Kissinger have done.",Yes
2903,"So these are the ways that we can restore the strength of our country, and they don't require long experience in foreign policy.",No
2905,"But my background, my experience, my knowledge of the people of this country, my commitment to our principles that don't change - those are the best bases to correct the horrible mistakes of this administration and restore our own country to a position of leadership in the world.",No
2909,"In many instances we've made agreements, like in Vietnam, uh - that have uh - been revealed later on to our uh - embarrassment.",Yes
2911,The American people don't know what those commitments are.,No
2912,"We've seen uh - in the past the destruction of elected governments, like in Chile, and the strong support of military dictatorship there.",Yes
2913,These kinds of things have hurt us very much.,No
2915,And I would also restore the involvement of the Congress.,No
2917,"Dean Acheson, George Marshall were strong secretaries of uh - state - excuse me - state.",No
2924,He complains about secrecy and yet he is quoted as saying that in the attempt to find a solution in the Middle East that he would hold unpublicized meetings with the Soviet Union - I presume for the purpose of an - imposing a settlement on Israel and the Arab nations.,Yes
2925,But let me talk just a minute about what we've done to avoid secrecy in the Ford administration.,No
2926,After the United States took the initiative in working with Israel and with Egypt and achieving the Sinai II agreement - and I'm proud to say that not a single Egyptian or Israeli soldier has lost his life since the signing of the Sinai agreement.,Yes
2928,It was the most complete documentation by any president of any agreement signed by a president on behalf of the United States.,No
2931,The secretary of state has made better than fifty speeches all over the United States explaining American foreign policy.,Yes
2932,I have made myself at least ten uh - speeches in various parts of the country where I have discussed with the American people defense and foreign policy.,No
2943,I believe that we have uh - negotiated with the Soviet Union since I've been president from a position of strength.,Yes
2944,And let me cite several examples.,No
2947,It seems to me that we can go from there to uh - the uh - grain sales.,No
2948,The grain sales have been a benefit to American agriculture.,No
2949,"We have achieved a five and three quarter year uh - sale of a minimum six million metric tons, which means that they have already bought about four million metric tons this year and are bound to buy another two million metric tons to take the grain and corn and wheat that the American farmers have produced in order to uh - have full production.",Yes
2951,"If we turn to Helsinki - I'm glad you raised it, Mr. uh - Frankel.",No
2954,"And if Mr. Carter alleges that His Holiness by signing that has done it, he is totally inaccurate.",No
2955,"Now, what has been accomplished by the Helsinki agreement?",No
2961,"I don't believe, uh - Mr. Frankel that uh - the Yugoslavians consider themselves dominated by the Soviet Union.",No
2962,I don't believe that the Rumanians consider themselves dominated by the Soviet Union.,No
2964,"Each of those countries is independent, autonomous: it has its own territorial integrity and the United States does not concede that those countries are under the domination of the Soviet Union.",Yes
2965,"As a matter of fact, I visited Poland, Yugoslavia and Rumania to make certain that the people of those countries understood that the president of the United States and the people of the United are dedicated to their independence, their autonomy and their freedom.",No
2967,"(chuckle) Well, in the first place, I'm not criticizing His Holiness the Pope.",No
2969,The uh - fact is that secrecy has surrounded the decisions made by the Ford administration.,No
2972,"We've also seen a very serious uh - problem with the so-called Sonnenfeldt document, which apparently Mr. Ford has just endorsed, which said that there's an organic linkage between the Eastern European countries and the Soviet Union.",Yes
2973,And I would like to see Mr. Ford convince the Polish-Americans and the Czech-Americans and the Hungarian-Americans in this country that those countries don't live under the domination and supervision of the Soviet Union behind the Iron - uh - Curtain.,No
2984,"That's not the way to run our foreign policy, including international trade.",No
2990,I would never single out food as a trade embargo item.,No
2991,"If I ever decided to impose an embargo because of a crisis in international relationships, it would include all shipments of all equipment.",No
2994,I wouldn't single out just food.,No
2996,"When this Republican administration came into office we were shipping about $1 billion worth of arms overseas, now ten to twelve billion dollars worth of arms overseas to countries that quite often use these weapons to fight each other.",Yes
2999,Nowadays - 75 percent were for Israel before.,Yes
3001,"If you include Iran, our present shipment of weapons to the Middle East, only 20 percent goes to Israel.",Yes
3003,We still have no comprehensive energy policy in this country.,No
3005,"When we are weak at home economically - high unemployment, high inflation, a confused government, a wasteful defense establishment, this encourages the kind of pressure that's been put on us successfully.",No
3006,"It would've been inconceivable ten - fifteen years ago, for us to be brought to our knees with an Arab oil embargo.",No
3008,"These are the weaknesses that I see, and I believe it's not just a matter of idealism.",No
3009,It's a matter of being tough.,No
3010,It's a matter of being strong.,No
3011,It's a matter of being consistent.,No
3014,And the shipment of Spruance-class destroyers to Iran are much more highly sophisticated than the Spruance-class destroyers that are present being delivered to our own Navy.,Yes
3015,This is ridiculous and it ought to be changed.,No
3021,I think under those circumstances they would refrain from pushing us to our knees as they did in 1973 with their previous oil embargo.,Yes
3023,Governor Carter uh - apparently doesn't realize that since I've been president we have sold to the Israelis over $4 billion in military hardware.,Yes
3025,"So the Ford administration has done a good job in helping our good ally, Israel, and we're dedicated to the survival and security of Israel.",No
3026,I believe that Governor Carter doesn't realize the need and necessity for arms sales to Iran.,No
3030,"The Soviet Union and the Communist-dominated government of Iraq are neighbors of Iran, and Iran is an ally of the United States.",No
3033,"In 1973 when there was an oil embargo, Iran did not participate.",Yes
3036,It's for their security as well as ours.,No
3044,It doesn't uh - make a determination as to how uh - that relationship should be achieved in relationship to our current uhh - diplomatic recognition and obligations to the Taiwanese Government.,No
3045,"The Shanghai Communique, does say that the differences between the People's Republic on the one hand and Taiwan on the other shall be settled by peaceful means.",Yes
3046,"The net result is this administration, and during my time as the president for the next four years, we will continue to move for normalization of relations in the traditional sense, and we will insist that the disputes between Taiwan and the People's Republic be settled peacefully, as was agreed in the Shanghai Communique, of 1972.",No
3047,"The Ford administration will not let down, will not eliminate or forget our obligation to the people of Taiwan.",No
3048,"We feel that there must be a continued obligation to the people, the some nineteen or twenty million people in Taiwan.",No
3052,"I do not believe that we, the United States, should sell, give or otherwise transfer military hardware to the People's Republic of China, or any other Communist nation, such as the Soviet Union and the like.",No
3055,"As a matter of fact, during this current year uh we are shipping Iran, or have contracted to ship to Iran, about seven and a half billion dollars worth of arms and also to Saudi Arabia, about seven and a half billion dollars worth of arms.",Yes
3058,And this weakened our relationships with Israel a great deal and put a cloud on the total commitment that our people feel toward the Israelis.,No
3059,"There ought to be a clear, unequivocal commitment without change to Israel.",No
3060,In the Far East I think we need to continue to be uh - strong and uh - I would certainly uh - pursue the uh - normalization of uh - relationships with the People's Republic of China.,No
3062,But I would never let that friendship with the People's Republic of China stand in the way of the preservation of the independence and freedom of the people on Taiwan.,No
3067,"Well, always in the past we've had an ability to have a strong defense and also have - to have a strong uh - domestic economy, and also to be strong in our reputation and influence within the community of nations.",No
3068,These uh - characteristics of our country have been endangered under Mr. Ford.,No
3070,Our allies feel that we've neglected them.,No
3074,The worst inflation since the Great Depression.,Yes
3076,"We have a higher unemployment rate in this country than Great Britain, and West Germany.",Yes
3078,And that terrible circumstance in this country is exported overseas.,No
3079,We comprise about 30 percent of the world's economic trade power influence.,Yes
3080,And when we're weak at home - weaker than all our allies - that weakness weakens the whole free world.,No
3081,So strong economy is very important.,No
3082,Another thing that we need to do is to reestablish the good relationships that we ought to have between the United States and our natural allies and friends.,No
3085,And that would permit us to deal with the developing nations in a position of strength.,No
3087,Our allies - the smaller countries get trampled in the rush.,No
3089,We also wanna revert back to the stature and the respect that our country had in previous administrations.,No
3095,"Well let me say very quickly that under President Johnson, in spite of the massive investment in the Vietnam War, he turned over a balanced budget to Mr. Nixon.",Yes
3097,The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,Yes
3099,I don't think that anybody can say that Johnson and Kennedy neglected the poor and the destitute people in this country or around the world.,No
3100,"But I can say this: The number one responsibility of any president, above all else, is to guarantee the security of our nation - an ability to be free of the threat of attack, or blackmail and to carry out our obligations to our allies and friends, and to carry out a legitimate foreign policy.",No
3103,Let me say very categorically you cannot maintain the security of the United States with the kind of defense budget cuts that Governor Carter has indicated.,No
3104,In 1975 he wanted to cut the budget $15 billion.,Yes
3105,He's now down to a figure of five to seven billion dollars.,Yes
3106,Reductions of that kind will not permit the United States to be strong enough to deter aggression and maintain the peace.,No
3107,Governor Carter apparently doesn't know the facts.,No
3108,"As soon as I became president, I initiated a meeting with the NATO heads of state and met with them in Brussels to discuss how we could improve the re- defense relationship in Western Europe.",Yes
3113,I was the first United States president to visit Japan.,No
3115,You can go around the world - and let me take Israel for example.,No
3116,"Just recently, President Rabin said that our relations were never better.",Yes
3126,"As I indicated earlier, we did agree on a twenty-four-hundred limitation on uh - uh - launchers of ballistic missiles.",Yes
3131,"In the interim, there has been the development on our part primarily, the cruise missiles; cruise missiles that could be launched from land-based mobile installations; cruise missiles that could be launched - launched from high-performance aircraft, like the B-52s or the B-1s, which I hope we proceed with; cruise missiles which could be launched from either surface or submarine uh - naval vessels.",Yes
3132,Those gray-area weapons systems are creating some problems in a - the agreement for a SALT II negotiation.,Yes
3136,"So it's the obligation of the president to do just that, and I intend to do so.",No
3140,"They are a new weapons system that has a great potential, both conventional and nuclear armed.",No
3145,"Well, Mr. Ford acts like he's uh - running for president for the first time.",No
3153,I've also advocated that we stop the sale by Germany and France of - processing plants for Pakistan and Brazil.,Yes
3158,We now have five nations that have atomic bombs that we know about.,Yes
3160,This has got to be stopped.,No
3166,"No, it's not just campaign rhetoric.",No
3167,I think that militarily we are as strong as any nation on earth.,No
3168,I think we got to stay that way and continue to increase our capabilities to meet any potential threat.,No
3169,"But as far as strength derived from commitment to principles, as far as strength derived from the unity within our country, as far as strength derived from the people, the Congress, the secretary of state, the president, sharing in the evolution and carrying-out of a foreign policy, as far as strength derived from the respect of our own allies and friends, their assurance that we will be staunch in our commitment, that we will not deviate and that we'll give them adequate attention, as far as - as strength derived from doing what's right - caring for the poor, providing food, becoming the breadbasket of the world instead of the arms merchant of the world - in those respects, we're not strong.",No
3171,And with our economy in such terrible disarray and getting worse by the month.,No
3172,We've got five-hundred thousand more Americans unemployed today than we had three months ago.,Yes
3175,And we not only have uh problems at home but we export those problems overseas.,No
3176,"So as far as the respect of our own people toward our own government, as far as participating in the shaping of uh - concepts and commitments, as far as the trust of our country among the nations of the world, as far as dependence of our country in meeting the needs and obligations that we've expressed to our allies, as far as the respect of our country - even among our potential adversaries - we are weak.",No
3178,Under this administration that strength has not been realized.,No
3182,Now let me correct one other comment that uh - Governor Carter has made.,No
3184,"But I am committed to the one at Portsmouth, Ohio.",No
3186,The foreign policy of the United States meets the highest standards of morality.,No
3187,"What is more moral than peace, and the United States is at peace today?",No
3188,What is more moral in foreign policy than for the administration to take the lead in the World Food Conference in Rome in 1974 when the United States committed six million metric tons of food - over 60 percent of the food committed for the disadvantaged and underdeveloped nations of the world?,Yes
3190,"What is more moral than for the United States under the Ford administration to take the lead in southern Africa, in the Middle East?",No
3191,Those are initiatives in foreign policy which are of the highest moral standard and that is indicative of the foreign policy of this country.,No
3205,"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",No
3206,"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa.",No
3207,"So the United States, seeking to preserve the principle of self-determination, to eliminate the possibility of bloodshed, to protect the rights of the minority as we insisted upon the rights of the majority, uh - I believe followed the good conscience of the American people in foreign policy.",No
3208,And I believe that we used our skill.,No
3212,"This is a perfect example of the kind of leadership that the United States, under this administration, has taken.",No
3214,There've been more disputes in its area where there's more volatility than any other place in the world.,No
3217,And we will do it with the highest moral principles.,No
3220,"I would hope that as we move to one area of the world from another - and the United States must not spread itself too thinly - that was one of the problems that helped to create the circumstances in Vietnam - but as we as a nation find that we are asked by the various parties, either one nation against another or individuals within a nation, that the United States will take the leadership and try to resolve the differences.",No
3221,Let me take uh - South Korea as an example.,No
3223,But I think in all fairness and equity we have to recognize the problem that South Korea has.,No
3224,"On the north they have North Korea with five hundred thousand well-trained, well-equipped troops - they are supported by the People's Republic of China; they are supported by the Soviet Union.",Yes
3225,South Korea faces a very delicate situation.,No
3227,"This is a leadership role that the United States under this administration is carrying out, and if we do it, and I think the opportunities and the possibilities are getting better, we will have solved many of the internal domestic problems that exist in South Korea at the present time.",No
3230,"This is an - a typical example, maybe of many others, where this administration overthrew an elected government and helped to establish a military dictatorship.",Yes
3231,This has not been an ancient history story.,No
3232,"Last year under Mr. Ford, of all the Food for Peace that went to South America, 85 percent went to the military dictatorship in Chile.",Yes
3233,Another point I wanna make is this.,No
3236,"While the secretary of state's in one country, there are almost a hundred and fifty others that are wondering what we're gonna do next, what will be the next secret agreement.",No
3238,"Another thing that concerned me was what Mr. Ford said about unemployment, that - insinuating that under Johnson and Kennedy that unemployment could only be held down when this country is at war.",Yes
3242,I hope Mr. Ford doesn't either.,No
3244,And the last thing I wanna make is this.,No
3245,He talks about peace and I'm thankful for peace.,No
3247,"But he and Mr. Kissinger and others tried to start a new Vietnam in Angola, and it was only the outcry of the American people and the Congress when their secret deal was discovered that prevented our involvement in that conflagration which was taking place there.",Yes
3257,Uh - he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.,Yes
3259,"I would never give up complete control or practical control of the Panama Canal Zone, but I would continue to negotiate with the Panamanians.",No
3263,I believe that we could share more fully responsibilities for the Panama Canal Zone with Panama.,No
3265,"I might even be willing to reduce to some degree our military emplacements in the Panama Canal Zane, but I would not relinquish practical control of the Panama Canal Zane any time in the foreseeable future.",No
3267,The United States must and will maintain complete access to the Panama Canal.,No
3268,The United States must maintain a defense capability of the Panama Canal.,No
3269,And the United States will maintain our national security interest in the Panama Canal.,No
3270,The negotiations far the Panama Canal started under President Johnson and have continued up to the present time.,Yes
3271,I believe those negotiations should continue.,No
3272,"But there are certain guidelines that must be followed, and I've just defined them.",No
3280,The White House did not uh - prevent the release of that report.,Yes
3281,"On July twelfth of this year, we gave full permission for the release of that report.",Yes
3284,"Somebody who sits in Washington, D.C., eighteen months after the Mayaguez incident, can be a very good grandstand quarterback.",No
3285,And let me make another observation.,No
3286,"This morning, I got a call from the skipper of the Mayaguez.",No
3288,"And I can assure you that if we had not taken the strong and forceful action that we did, we would have been uh - criticized very, very uh - severely for sitting back and not moving.",No
3293,Let me assure you that we made every possible overture to the People's Republic of China and through them to the Cambodian Government.,No
3294,We made uh - diplomatic uh - protests to the Cambodian government through the United Nations.,Yes
3295,Every possible diplomatic means was utilized.,No
3296,"But at the same time, I had a responsibility, and so did the National Security Coun- Council, to meet the problem at hand.",No
3297,And we handled it responsibly and I think Captain Miller's testimony to that effect is the best evidence.,No
3300,I think the American people have only one - uh requirement - that the facts about Mayaguez be given to them accurately and completely.,No
3301,Mr. Ford has been there for eighteen months.,No
3302,He had the facts that were released today immediately after the Mayaguez incident.,Yes
3303,I understand that the report today is accurate.,No
3305,I don't know if that's exactly accurate or not.,No
3306,"I understand that both the - the uh - Department of State and the Defense Department have approved the accuracy of today's report, or yesterday's report, and also the National Security Agency.",Yes
3307,"I don't know what was right, or what was wrong, or what was done.",No
3310,"When something happens that endangers our security, or when something happens that threatens our stature in the world, or when American people are endangered by the actions of a foreign country, uh - just forty uh sailors on the Mayaguez, we obviously have to move aggressively and quickly to rescue them.",No
3311,"But then after the immediate action is taken, I believe the president has an obligation to tell the American people the truth and not wait eighteen months later for the report to be issued.",No
3316,This is the first time that I've - remember in the history of our country when we've let a foreign country circumvent or change our Bill of Rights.,Yes
3318,It's not a matter of diplomacy or trade with me.,No
3320,"And I don't believe that Arab countries will pursue it when we have a strong president who will protect the integrity of our country, the commitment of our Constitution and Bill of Rights and protect people in this country who happen to be Jews.",No
3325,Again Governor Carter is inaccurate.,No
3327,"And in November of 1975 I was the first president to order the executive branch to take action, affirmative action, through the Department of Commerce and other cabinet departments, to make certain that no American businessman or business organization should discriminate against Jews because of an Arab boycott.",Yes
3328,And I might add that uh - my administration - and I'm very proud of it - is the first administration that has taken an antitrust action against companies in this country that have allegedly cooperated with the Arab boycott.,Yes
3329,Just on Monday of this week I signed a tax bill that included an amendment that would prevent companies in the United States from taking a tax deduction if they have in any way whatsoever cooperated with the Arab boycott.,Yes
3332,"Because the Congress failed to act, I am going to announce tomorrow that the Department of Commerce will disclose those companies that have uh - participated in the Arab boycott.",No
3336,Let me restate uh - our policy.,No
3341,"One of the uh - most embarrassing uh - failures of the Ford administration, and one that touches specifically on human rights, is his refusal to appoint a presidential commission to go to Vietnam, to go to Laos, to go to Cambodia and try to trade for the release of information about those who are missing in action in those wars.",Yes
3342,This is what the families of MIAs want.,No
3347,"I would never normalize relationships with Vietnam, nor permit them to join the United Nations until they've taken this action.",No
3355,"The purpose of this debate and the outcome of the election will determine three basic things: Leadership, upholding the principles of our country, and proper priorities and commitments for the future.",No
3356,This election will also determine what kind of world we leave our children.,No
3357,"Will it be a nightmare world threatened with the proliferation of atomic bombs, not just in five major countries but dozens of smaller countries that have been permitted to develop atomic weapons because of a failure of our top leadership to stop proliferation?",Yes
3358,"Will we have a world of hunger and - and hatred, and will we be living in an armed camp stripped of our friendship and allies hiding behind a tight defense that's been drawn in around us because we are fearful of the outside world?",No
3360,"Or will we have a world of peace with the threat of atomic weapons eliminated, with full trade, with our people at work, inflation controlled, openness in government, our people proud once again, Congress, citizens, president, secretary of state working in harmony and unity toward a common future?",No
3361,Or world where people have enough to eat and a world where we care about those who don't?,No
3362,Can we become a breadbasket of the world instead of the arms merchant of the world?,No
3363,I believe we can and we ought to.,No
3364,Now we've been hurt in recent years in this country.,No
3370,Why can't we have that once again?,No
3375,It ought not to be a strength of bombast and threats.,No
3376,"It ought to be a quiet strength based on the integrity of our people, the vision of the Constitution, an in- innate strong will and purpose that God's given us in the greatest nation on earth - the United States.",No
3378,"As we have seen tonight, foreign policy and defense policy are difficult and complex issues.",No
3379,"We can debate methods, we can debate one decision or another, but there are two uh things which cannot be debated - experience and results.",No
3386,"Thank you, and good night.",No
3423,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight.",No
3428,"And you're wondering, how's it going to affect me?",No
3432,"So we have to move swiftly, and we have to move wisely.",No
3435,"Number two, we've got to make sure that taxpayers, when they are putting their money at risk, have the possibility of getting that money back and gains, if the market -- and when the market returns.",No
3438,"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down.",Yes
3445,And I do have a sad note tonight.,No
3449,I also want to thank the University of Mississippi for hosting us tonight.,No
3455,And we're not talking about failure of institutions on Wall Street.,No
3457,"But the point is -- the point is, we have finally seen Republicans and Democrats sitting down and negotiating together and coming up with a package.",Yes
3462,"And, yes, I went back to Washington, and I met with my Republicans in the House of Representatives.",No
3467,"This is the end of the beginning, if we come out with a package that will keep these institutions stable.",No
3470,"And one of the areas, of course, is to eliminate our dependence on foreign oil.",No
3478,We haven't seen the language yet.,No
3480,"So, for the viewers who are watching, I am optimistic about the capacity of us to come together with a plan.",No
3487,We did not set up a 21st-century regulatory framework to deal with these problems.,No
3503,Somehow we've lost that accountability.,No
3504,I've been heavily criticized because I called for the resignation of the chairman of the Securities and Exchange Commission.,Yes
3506,"But somehow in Washington today -- and I'm afraid on Wall Street -- greed is rewarded, excess is rewarded, and corruption -- or certainly failure to carry out our responsibility is rewarded.",No
3508,And I promise you that that will happen.,No
3526,We haven't been paying attention to them.,No
3538,"But we've got to get through these times, but I have a fundamental belief in the United States of America.",No
3543,"Well, the first thing we have to do is get spending under control in Washington.",No
3544,It's completely out of control.,No
3546,"We Republicans came to power to change government, and government changed us.",No
3549,And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork-barrel spending.,Yes
3563,"Well, Senator McCain is absolutely right that the earmarks process has been abused, which is why I suspended any requests for my home state, whether it was for senior centers or what have you, until we cleaned it up.",Yes
3564,"And he's also right that oftentimes lobbyists and special interests are the ones that are introducing these kinds of requests, although that wasn't the case with me.",Yes
3568,"And in his tax plan, you would have CEOs of Fortune 500 companies getting an average of $700,000 in reduced taxes, while leaving 100 million Americans out.",Yes
3571,"And that means that the ordinary American out there who's collecting a paycheck every day, they've got a little extra money to be able to buy a computer for their kid, to fill up on this gas that is killing them.",No
3572,"And over time, that, I think, is going to be a better recipe for economic growth than the -- the policies of President Bush that John McCain wants to -- wants to follow.",No
3578,"He didn't happen to see that light during the first three years as a member of the United States Senate, $932 million in requests.",Yes
3582,Do you know that it's tripled in the last five years?,Yes
3585,"That's why we have, as I said, people under federal indictment and charges.",No
3586,It's a system that's got to be cleaned up.,No
3606,But the fact is that eliminating earmarks alone is not a recipe for how we're going to get the middle class back on track.,No
3607,"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we can't afford another four.",Yes
3616,It's a lot more than $18 billion in pork-barrel spending.,Yes
3617,"I can tell you, it's rife.",No
3626,"I know that the worst thing we could possibly do is to raise taxes on anybody, and a lot of people might be interested in Senator Obama's definition of ""rich.""",No
3628,"Well, let me just make a couple of points.",No
3635,It's not like you want to close the loopholes.,No
3639,"Now, what he doesn't tell you is that he intends to, for the first time in history, tax health benefits.",Yes
3642,"And if you end up losing your health care from your employer, you've got to go out on the open market and try to buy it.",No
3644,"But it's an example of this notion that the market can always solve everything and that the less regulation we have, the better off we're going to be.",No
3654,You've got to look at our records.,No
3658,Who's the person who has believed that the best thing for America is -- is to have a tax system that is fundamentally fair?,No
3682,"The economy is slowing down, so it's hard to anticipate right now what the budget is going to look like next year.",Yes
3685,"We have to have energy independence, so I've put forward a plan to make sure that, in 10 years' time, we have freed ourselves from dependence on Middle Eastern oil by increasing production at home, but most importantly by starting to invest in alternative energy, solar, wind, biodiesel, making sure that we're developing the fuel-efficient cars of the future right here in the United States, in Ohio and Michigan, instead of Japan and South Korea.",No
3688,"They are getting crushed, and many of them are going bankrupt as a consequence of health care.",Yes
3691,The third thing we have to do is we've got to make sure that we're competing in education.,No
3697,"Also, making sure that we have a new electricity grid to get the alternative energy to population centers that are using them.",No
3699,We can't shortchange those things.,No
3700,"We've got to eliminate programs that don't work, and we've got to make sure that the programs that we do have are more efficient and cost less.",No
3702,"Look, we, no matter what, we've got to cut spending.",No
3710,We now have defense systems that the costs are completely out of control.,Yes
3714,I know how to do that.,No
3715,I saved the taxpayers $6.8 billion by fighting a contract that was negotiated between Boeing and DOD that was completely wrong.,Yes
3725,That is a big project.,No
3730,We right now give $15 billion every year as subsidies to private insurers under the Medicare system.,Yes
3744,I think we ought to seriously consider with the exceptions of caring for our veterans national defense and several other vital issues.,No
3746,The problem with a spending freeze is you're using a hatchet where you need a scalpel.,No
3754,"We have to have wind, tide, solar, natural gas, flex fuel cars and all that but we also have to have offshore drilling and we also have to have nuclear power.",No
3765,"Not only -- Even if we get all $700 billion back, let's assume the markets recover, we're holding assets long enough that eventually taxpayers get it back and that happened during the Great Depression when Roosevelt purchased a whole bunch of homes, over time, home values went back up and in fact government made a profit.",Yes
3766,"If we're lucky and we do it right, that could potentially happen but in the short term there's an outlay and we may not see that money for a while.",No
3768,"The only point I want to make is this, that in order to make those tough decisions we have to know what our values are and who we're fighting for and what our priorities are and if we are spending $300 billion on tax cuts for people who don't need them and weren't even asking for them, and we are leaving out health care which is crushing on people all across the country, then I think we have made a bad decision and I want to make sure we're not shortchanging our long term priorities.",No
3778,And spending restraint has got to be a vital part of that.,No
3781,"And spending, I know, can be brought under control because I have fought against excessive spending my entire career.",No
3784,"John, it's been your president who you said you agreed with 90 percent of the time who presided over this increase in spending.",Yes
3806,And that withdrawal is the result of every counterinsurgency that succeeds.,No
3808,The consequences of defeat would have been increased Iranian influence.,No
3813,"And we are winning in Iraq, and we will come home.",Yes
3822,"We've spent over $600 billion so far, soon to be $1 trillion.",Yes
3824,"We have seen 30,000 wounded, and most importantly, from a strategic national security perspective, al Qaeda is resurgent, stronger now than at any time since 2001.",Yes
3835,"Recently on a television program, he said it exceed our wildest expectations.",No
3836,"But yet, after conceding that, he still says that he would oppose the surge if he had to decide that again today.",Yes
3839,Senator Obama is the chairperson of a committee that oversights NATO that's in Afghanistan.,No
3853,"They have done a brilliant job, and General Petraeus has done a brilliant job.",No
3854,"But understand, that was a tactic designed to contain the damage of the previous four years of mismanagement of this war.",No
3856,You talk about the surge.,No
3860,You said that we were going to be greeted as liberators.,No
3869,I'm afraid Senator Obama doesn't understand the difference between a tactic and a strategy.,No
3885,"There is social, economic progress, and a strategy, a strategy of going into an area, clearing and holding, and the people of the country then become allied with you.",No
3892,And that same strategy will be employed in Afghanistan by this great general.,No
3893,"And Senator Obama, who after promising not to vote to cut off funds for the troops, did the incredible thing of voting to cut off the funds for the troops in Iraq and Afghanistan.",Yes
3894,"Jim, there are a whole bunch of things we have got to answer.",No
